NODE_142_length_10690_cov_25.509356	10690	156	0
NODE_33_length_20118_cov_27.608483	20118	288	0
NODE_215_length_8605_cov_28.024912	8605	111	0
NODE_2040_length_2452_cov_19.692115	2452	32	0
NODE_1273_length_3202_cov_18.446775	3202	45	0
NODE_94_length_13119_cov_20.927358	13119	184	0
NODE_163_length_10122_cov_20.504321	10122	134	0
NODE_7_length_31587_cov_28.495275	31587	424	0
NODE_993_length_3701_cov_23.313220	3701	51	0
NODE_86_length_13775_cov_27.336443	13775	176	0
NODE_117_length_11803_cov_28.912070	11803	198	0
NODE_2920_length_2045_cov_29.271357	2045	27	0
NODE_80_length_14495_cov_24.259903	14495	196	0
NODE_398_length_6343_cov_19.881520	6343	93	0
NODE_1036_length_3603_cov_20.462796	3603	0	0
NODE_2432_length_2245_cov_18.989498	2245	0	0
NODE_308_length_7320_cov_29.218720	7320	114	0
NODE_138_length_10854_cov_24.323363	10854	140	0
NODE_136_length_10960_cov_25.941495	10960	155	0
NODE_46_length_18064_cov_24.497362	18064	288	0
NODE_1201_length_3326_cov_25.531642	3326	24	0
NODE_41_length_19279_cov_30.592385	19279	338	0
NODE_137_length_10895_cov_24.146310	10895	136	0
NODE_1632_length_2792_cov_29.781876	2792	0	0
NODE_201_length_8937_cov_24.428395	8937	130	0
NODE_432_length_5981_cov_28.575768	5981	101	0
NODE_1161_length_3394_cov_25.323151	3394	43	0
NODE_266_length_7775_cov_19.647798	7775	68	0
NODE_2051_length_2446_cov_26.280636	2446	0	0
NODE_862_length_4013_cov_28.538151	4013	64	0
NODE_464_length_5786_cov_18.806317	5786	2	0
NODE_2406_length_2256_cov_18.078601	2256	0	0
NODE_1917_length_2536_cov_25.621121	2536	47	0
NODE_11_length_29743_cov_27.020816	29743	431	0
NODE_439_length_5966_cov_29.496870	5966	86	0
NODE_4_length_34030_cov_26.345430	34030	514	0
NODE_172_length_9788_cov_26.478064	9788	131	0
NODE_286_length_7520_cov_23.413664	7520	92	0
NODE_263_length_7843_cov_34.398947	7843	32	0
NODE_469_length_5750_cov_23.960140	5750	113	0
NODE_73_length_14966_cov_24.942190	14966	190	0
NODE_249_length_8000_cov_15.250598	8000	78	0
NODE_2802_length_2088_cov_17.883915	2088	0	0
NODE_35_length_19767_cov_31.642451	19767	237	0
NODE_1284_length_3189_cov_22.512125	3189	61	0
NODE_433_length_5978_cov_26.942428	5978	75	0
NODE_1839_length_2610_cov_28.573777	2610	33	0
NODE_1320_length_3148_cov_24.204656	3148	39	0
NODE_1751_length_2697_cov_23.650643	2697	0	0
NODE_12_length_29656_cov_24.936590	29656	427	0
NODE_3_length_38362_cov_28.742188	38362	549	0
NODE_1765_length_2677_cov_304.282609	2677	50	0
NODE_105_length_12424_cov_26.493977	12424	153	0
NODE_1260_length_3222_cov_17.792232	3222	0	0
NODE_271_length_7741_cov_22.565444	7741	114	0
NODE_2206_length_2355_cov_23.218261	2355	4	0
NODE_267_length_7771_cov_30.361846	7771	105	0
NODE_52_length_17360_cov_29.411731	17360	275	0
NODE_179_length_9583_cov_20.859152	9583	133	0
NODE_199_length_8980_cov_25.629916	8980	114	0
NODE_639_length_4817_cov_25.568039	4817	59	0
NODE_49_length_17894_cov_24.284041	17894	227	0
NODE_617_length_4937_cov_26.496518	4937	73	0
NODE_882_length_3957_cov_22.221169	3957	56	0
NODE_343_length_6960_cov_25.495004	6960	100	0
NODE_302_length_7360_cov_24.958658	7360	93	0
NODE_1251_length_3230_cov_41.473071	3230	11	0
NODE_3033_length_2007_cov_23.866803	2007	0	0
NODE_1510_length_2923_cov_34.522315	2923	37	0
NODE_45_length_18309_cov_22.892845	18309	265	0
NODE_247_length_8052_cov_23.803801	8052	120	0
NODE_1590_length_2839_cov_23.162716	2839	56	0
NODE_369_length_6598_cov_23.951704	6598	96	0
NODE_2469_length_2225_cov_23.971429	2225	4	0
NODE_245_length_8127_cov_32.617691	8127	42	0
NODE_58_length_16637_cov_25.578519	16637	224	0
NODE_2173_length_2375_cov_24.107328	2375	37	0
NODE_1086_length_3518_cov_40.345077	3518	2	0
NODE_1158_length_3400_cov_20.389836	3400	64	0
NODE_1340_length_3123_cov_22.904824	3123	46	0
NODE_216_length_8597_cov_27.223367	8597	118	0
NODE_257_length_7945_cov_31.101648	7945	141	0
NODE_658_length_4703_cov_36.274957	4703	2	0
NODE_61_length_16476_cov_34.033067	16476	216	0
NODE_219_length_8563_cov_28.519511	8563	0	0
NODE_44_length_18874_cov_25.092938	18874	266	0
NODE_287_length_7514_cov_29.036734	7514	84	0
NODE_31_length_20954_cov_31.757261	20954	270	0
NODE_725_length_4460_cov_14.421112	4460	10	0
NODE_47_length_18058_cov_37.490863	18058	262	0
NODE_1598_length_2834_cov_21.656351	2834	0	0
NODE_182_length_9465_cov_26.283316	9465	139	0
NODE_478_length_5667_cov_20.763364	5667	72	0
NODE_1226_length_3273_cov_24.459602	3273	44	0
NODE_2441_length_2241_cov_18.475755	2241	6	0
NODE_17_length_26616_cov_28.441851	26616	379	0
NODE_166_length_10022_cov_27.526337	10022	186	0
NODE_354_length_6801_cov_22.961162	6801	83	0
NODE_614_length_4952_cov_24.736982	4952	57	0
NODE_3024_length_2011_cov_22.840491	2011	32	0
NODE_312_length_7270_cov_18.626473	7270	0	0
NODE_295_length_7416_cov_24.133813	7416	0	0
NODE_1878_length_2580_cov_17.405149	2580	0	0
NODE_2892_length_2058_cov_22.985522	2058	36	0
NODE_455_length_5821_cov_22.269164	5821	56	0
NODE_69_length_15145_cov_22.022797	15145	186	0
NODE_1285_length_3189_cov_19.932036	3189	38	0
NODE_66_length_15581_cov_31.213835	15581	214	0
NODE_632_length_4861_cov_30.777778	4861	70	0
NODE_600_length_5015_cov_30.025000	5015	88	0
NODE_1649_length_2774_cov_27.586981	2774	46	0
NODE_429_length_5989_cov_28.566734	5989	102	0
NODE_128_length_11455_cov_31.547807	11455	165	0
NODE_10_length_29946_cov_27.811448	29946	421	0
NODE_1615_length_2815_cov_23.010507	2815	50	0
NODE_1559_length_2869_cov_99.632196	2869	66	0
NODE_375_length_6553_cov_29.385349	6553	117	0
NODE_228_length_8435_cov_25.636993	8435	122	0
NODE_1713_length_2726_cov_18.885062	2726	0	0
NODE_130_length_11352_cov_26.273701	11352	166	0
NODE_767_length_4289_cov_38.216580	4289	0	0
NODE_40_length_19295_cov_29.862318	19295	300	0
NODE_274_length_7672_cov_17.322699	7672	116	0
NODE_2790_length_2094_cov_617.059833	2094	101	0
NODE_2912_length_2049_cov_57.518556	2049	3	0
NODE_895_length_3934_cov_18.600928	3934	67	0
NODE_706_length_4542_cov_23.862937	4542	72	0
NODE_8_length_31380_cov_28.201500	31380	497	0
NODE_278_length_7628_cov_34.201769	7628	114	0
NODE_9_length_30059_cov_30.131183	30059	382	0
NODE_96_length_12965_cov_22.642293	12965	192	0
NODE_1_length_46694_cov_30.110851	46694	632	0
NODE_168_length_9817_cov_24.981971	9817	109	0
NODE_211_length_8661_cov_26.611201	8661	148	0
NODE_18_length_25123_cov_25.303614	25123	395	0
NODE_57_length_16887_cov_23.316896	16887	230	0
NODE_2313_length_2305_cov_20.033333	2305	0	0
NODE_1094_length_3505_cov_31.498261	3505	42	0
NODE_378_length_6519_cov_24.967822	6519	83	0
NODE_212_length_8617_cov_25.071829	8617	113	0
NODE_1071_length_3548_cov_27.310621	3548	60	0
NODE_112_length_11999_cov_30.475553	11999	34	0
NODE_1472_length_2969_cov_30.363418	2969	43	0
NODE_1609_length_2824_cov_27.856988	2824	28	0
NODE_183_length_9311_cov_26.613116	9311	131	0
NODE_170_length_9804_cov_24.751872	9804	127	0
NODE_315_length_7260_cov_23.199028	7260	94	0
NODE_2_length_40142_cov_26.467583	40142	575	0
NODE_60_length_16487_cov_26.931293	16487	251	0
NODE_239_length_8226_cov_26.207808	8226	108	0
NODE_752_length_4344_cov_20.855444	4344	0	0
NODE_39_length_19336_cov_26.821119	19336	286	0
NODE_1259_length_3222_cov_27.674455	3222	44	0
NODE_27_length_22069_cov_26.691969	22069	254	0
NODE_334_length_7076_cov_23.086170	7076	70	0
NODE_156_length_10276_cov_25.189512	10276	145	0
NODE_2237_length_2345_cov_42.183843	2345	2	0
NODE_1380_length_3076_cov_592.623966	3076	46	0
NODE_95_length_13110_cov_30.967216	13110	181	0
NODE_1289_length_3183_cov_26.867008	3183	6	0
NODE_173_length_9788_cov_23.259118	9788	107	0
NODE_36_length_19643_cov_25.308965	19643	283	0
NODE_1219_length_3278_cov_26.544213	3278	37	0
NODE_756_length_4311_cov_28.948308	4311	61	0
NODE_660_length_4700_cov_22.443703	4700	60	0
NODE_450_length_5863_cov_23.822658	5863	77	0
NODE_2768_length_2099_cov_95.741683	2099	22	0
NODE_238_length_8241_cov_25.344246	8241	0	0
NODE_1021_length_3633_cov_23.376747	3633	53	0
NODE_20_length_24666_cov_30.662102	24666	354	0
NODE_2739_length_2108_cov_380.681442	2108	20	0
NODE_65_length_15650_cov_24.781340	15650	269	0
NODE_416_length_6131_cov_18.878539	6131	71	0
NODE_115_length_11897_cov_35.322750	11897	149	0
NODE_5_length_33349_cov_26.917102	33349	472	0
NODE_916_length_3888_cov_31.408296	3888	25	0
NODE_83_length_14258_cov_33.801028	14258	182	0
NODE_97_length_12932_cov_29.504155	12932	168	0
NODE_754_length_4339_cov_22.978291	4339	83	0
NODE_642_length_4797_cov_26.656685	4797	54	0
NODE_28_length_21425_cov_22.748900	21425	353	0
NODE_384_length_6477_cov_23.213952	6477	91	0
NODE_26_length_22267_cov_23.469026	22267	327	0
NODE_1332_length_3133_cov_14.290448	3133	51	0
NODE_37_length_19627_cov_26.604588	19627	279	0
NODE_285_length_7555_cov_19.628000	7555	122	0
NODE_135_length_11019_cov_25.227928	11019	133	0
NODE_616_length_4941_cov_25.675808	4941	4	0
NODE_618_length_4936_cov_29.310797	4936	76	0
NODE_143_length_10631_cov_24.902610	10631	166	0
NODE_1792_length_2656_cov_55.264129	2656	0	0
NODE_323_length_7202_cov_24.263607	7202	110	0
NODE_1802_length_2641_cov_24.133024	2641	41	0
NODE_89_length_13548_cov_25.658490	13548	155	0
NODE_146_length_10553_cov_20.638598	10553	156	0
NODE_760_length_4302_cov_20.595950	4302	66	0
NODE_848_length_4042_cov_28.154251	4042	8	0
NODE_491_length_5581_cov_24.184763	5581	66	0
NODE_782_length_4255_cov_35.825714	4255	0	0
NODE_231_length_8416_cov_22.127497	8416	135	0
NODE_1674_length_2752_cov_112.219874	2752	191	0
NODE_412_length_6169_cov_23.389925	6169	1	0
NODE_330_length_7123_cov_28.356537	7123	103	0
NODE_451_length_5848_cov_21.867426	5848	2	0
NODE_1499_length_2938_cov_15.538675	2938	35	0
NODE_812_length_4145_cov_19.017848	4145	45	0
NODE_314_length_7261_cov_20.304330	7261	105	0
NODE_139_length_10801_cov_21.291364	10801	154	0
NODE_261_length_7902_cov_24.572448	7902	107	0
NODE_1655_length_2771_cov_20.892489	2771	44	0
NODE_106_length_12341_cov_19.987465	12341	174	0
NODE_1902_length_2550_cov_18.521042	2550	52	0
NODE_157_length_10270_cov_23.434068	10270	149	0
NODE_32_length_20531_cov_31.119457	20531	344	0
NODE_93_length_13196_cov_25.442965	13196	181	0
NODE_1195_length_3335_cov_27.850610	3335	55	0
NODE_6_length_33218_cov_31.916714	33218	487	0
NODE_440_length_5959_cov_24.197154	5959	88	0
NODE_316_length_7255_cov_26.090694	7255	100	0
NODE_221_length_8524_cov_23.472311	8524	119	0
NODE_176_length_9700_cov_21.448212	9700	152	0
NODE_2490_length_2216_cov_27.053679	2216	38	0
NODE_609_length_4978_cov_23.345927	4978	66	0
NODE_236_length_8256_cov_25.454945	8256	126	0
NODE_16_length_27581_cov_30.572259	27581	408	0
NODE_559_length_5190_cov_20.098539	5190	85	0
NODE_1597_length_2834_cov_97.755308	2834	65	0
NODE_696_length_4560_cov_25.334739	4560	59	0
NODE_713_length_4500_cov_30.463667	4500	26	0
NODE_29_length_21198_cov_27.897460	21198	325	0
NODE_74_length_14816_cov_28.726916	14816	249	0
NODE_25_length_22270_cov_25.473194	22270	309	0
NODE_99_length_12896_cov_26.404330	12896	186	0
NODE_484_length_5626_cov_29.467780	5626	64	0
NODE_459_length_5811_cov_28.753822	5811	92	0
NODE_871_length_3984_cov_19.974039	3984	0	0
NODE_2930_length_2042_cov_11.242577	2042	0	0
NODE_185_length_9280_cov_12.865691	9280	11	0
NODE_2758_length_2102_cov_3.131412	2102	0	0
NODE_1886_length_2570_cov_11.580517	2570	0	0
NODE_1402_length_3049_cov_17.638277	3049	0	0
NODE_1849_length_2599_cov_10.209906	2599	2	0
NODE_966_length_3757_cov_16.682874	3757	62	0
NODE_1114_length_3469_cov_3.434681	3469	0	0
NODE_1354_length_3107_cov_7.599279	3107	1	0
NODE_1761_length_2682_cov_13.262657	2682	0	0
NODE_1678_length_2749_cov_15.605791	2749	0	0
NODE_1516_length_2914_cov_5.194124	2914	2	0
NODE_1268_length_3207_cov_13.578046	3207	13	0
NODE_360_length_6719_cov_11.610744	6719	2	0
NODE_2859_length_2069_cov_4.176266	2069	0	0
NODE_1229_length_3265_cov_11.648598	3265	13	0
NODE_374_length_6554_cov_11.778120	6554	18	0
NODE_504_length_5544_cov_5.669885	5544	0	0
NODE_202_length_8913_cov_13.894784	8913	6	0
NODE_855_length_4022_cov_8.304260	4022	12	0
NODE_1531_length_2899_cov_11.802743	2899	3	0
NODE_1349_length_3114_cov_11.974175	3114	1	0
NODE_1344_length_3119_cov_4.529373	3119	0	0
NODE_1724_length_2722_cov_8.897263	2722	0	0
NODE_1139_length_3423_cov_13.628266	3423	18	0
NODE_307_length_7333_cov_12.261473	7333	16	0
NODE_533_length_5327_cov_15.839340	5327	0	0
NODE_78_length_14512_cov_11.140970	14512	30	0
NODE_799_length_4206_cov_10.147434	4206	18	0
NODE_654_length_4731_cov_21.440334	4731	66	0
NODE_333_length_7090_cov_9.783369	7090	48	0
NODE_2628_length_2159_cov_3.285646	2159	0	0
NODE_926_length_3861_cov_8.075670	3861	0	0
NODE_2718_length_2116_cov_6.369238	2116	13	0
NODE_2617_length_2163_cov_9.482448	2163	0	0
NODE_1131_length_3439_cov_13.394799	3439	10	0
NODE_2097_length_2416_cov_10.194409	2416	8	0
NODE_989_length_3706_cov_10.921118	3706	9	0
NODE_2424_length_2250_cov_4.528929	2250	0	0
NODE_551_length_5235_cov_12.260618	5235	1	0
NODE_684_length_4609_cov_10.776460	4609	1	0
NODE_411_length_6172_cov_11.293281	6172	36	0
NODE_539_length_5306_cov_6.046467	5306	2	0
NODE_2361_length_2281_cov_6.558850	2281	4	0
NODE_1708_length_2728_cov_17.795361	2728	5	0
NODE_860_length_4018_cov_11.107747	4018	18	0
NODE_1301_length_3169_cov_9.274245	3169	118	0
NODE_414_length_6161_cov_12.454471	6161	17	0
NODE_2287_length_2317_cov_3.905393	2317	43	0
NODE_357_length_6773_cov_11.173564	6773	3	0
NODE_2203_length_2356_cov_8.523685	2356	3	0
NODE_2112_length_2410_cov_4.206369	2410	0	0
NODE_832_length_4097_cov_11.230826	4097	4	0
NODE_2544_length_2196_cov_10.670715	2196	0	0
NODE_3000_length_2019_cov_5.805499	2019	0	0
NODE_294_length_7419_cov_9.455731	7419	0	0
NODE_703_length_4553_cov_6.196309	4553	0	0
NODE_420_length_6112_cov_9.881955	6112	3	0
NODE_310_length_7295_cov_8.930663	7295	0	0
NODE_171_length_9803_cov_9.947476	9803	41	0
NODE_1443_length_3000_cov_5.346689	3000	0	0
NODE_2844_length_2074_cov_5.760773	2074	0	0
NODE_2728_length_2113_cov_9.377551	2113	5	0
NODE_1981_length_2488_cov_12.528977	2488	0	0
NODE_2216_length_2352_cov_8.678711	2352	5	0
NODE_109_length_12157_cov_11.186581	12157	37	0
NODE_3002_length_2018_cov_7.722873	2018	0	0
NODE_1852_length_2595_cov_6.436614	2595	0	0
NODE_1816_length_2632_cov_8.141250	2632	3	0
NODE_325_length_7187_cov_8.557768	7187	35	0
NODE_419_length_6112_cov_11.593363	6112	6	0
NODE_1288_length_3185_cov_13.476038	3185	0	0
NODE_299_length_7388_cov_14.300150	7388	7	0
NODE_2105_length_2412_cov_5.215104	2412	0	0
NODE_2705_length_2122_cov_9.777455	2122	2	0
NODE_1652_length_2772_cov_13.663600	2772	96	0
NODE_403_length_6295_cov_11.282051	6295	19	0
NODE_1933_length_2529_cov_7.751011	2529	0	0
NODE_821_length_4124_cov_4.102482	4124	0	0
NODE_2517_length_2208_cov_4.662796	2208	0	0
NODE_952_length_3795_cov_12.029144	3795	3	0
NODE_661_length_4700_cov_11.553283	4700	10	0
NODE_1488_length_2950_cov_9.482556	2950	0	0
NODE_489_length_5609_cov_9.635218	5609	2	0
NODE_116_length_11845_cov_11.658185	11845	23	0
NODE_773_length_4269_cov_85.179165	4269	22	0
NODE_751_length_4346_cov_10.250058	4346	5	0
NODE_627_length_4875_cov_13.805187	4875	5	0
NODE_1614_length_2818_cov_9.231270	2818	15	0
NODE_1105_length_3487_cov_14.993298	3487	4	0
NODE_339_length_7048_cov_11.060346	7048	12	0
NODE_159_length_10235_cov_10.907466	10235	42	0
NODE_1030_length_3617_cov_7.858787	3617	2	0
NODE_2443_length_2240_cov_5.071396	2240	0	0
NODE_919_length_3880_cov_5.544314	3880	0	0
NODE_1256_length_3225_cov_7.728076	3225	3	0
NODE_2783_length_2096_cov_9.777070	2096	4	0
NODE_2535_length_2201_cov_8.100652	2201	6	0
NODE_3031_length_2009_cov_6.104913	2009	0	0
NODE_813_length_4143_cov_10.445939	4143	29	0
NODE_1098_length_3494_cov_14.856644	3494	17	0
NODE_306_length_7338_cov_11.911850	7338	2	0
NODE_2012_length_2470_cov_7.789234	2470	0	0
NODE_246_length_8071_cov_11.966068	8071	43	0
NODE_1174_length_3370_cov_9.165008	3370	3	0
NODE_3045_length_2005_cov_5.199487	2005	0	0
NODE_132_length_11257_cov_26.032941	11257	125	0
NODE_1541_length_2893_cov_12.730444	2893	10	0
NODE_353_length_6814_cov_9.446072	6814	8	0
NODE_2773_length_2098_cov_3.851199	2098	0	0
NODE_1495_length_2944_cov_4.758048	2944	0	0
NODE_592_length_5036_cov_9.494881	5036	13	0
NODE_1019_length_3636_cov_11.433957	3636	17	0
NODE_2352_length_2284_cov_4.178107	2284	0	0
NODE_2096_length_2417_cov_12.226080	2417	10	0
NODE_1059_length_3563_cov_10.369726	3563	34	0
NODE_2316_length_2305_cov_4.604889	2305	0	0
NODE_441_length_5958_cov_8.963917	5958	46	0
NODE_2362_length_2281_cov_4.405660	2281	0	0
NODE_2158_length_2389_cov_5.417738	2389	1	0
NODE_366_length_6608_cov_9.114146	6608	27	0
NODE_2044_length_2450_cov_4.304384	2450	2	0
NODE_198_length_8986_cov_8.185198	8986	19	0
NODE_250_length_8000_cov_14.317055	8000	6	0
NODE_2686_length_2130_cov_4.583133	2130	0	0
NODE_777_length_4261_cov_8.969805	4261	6	0
NODE_1684_length_2746_cov_11.302490	2746	9	0
NODE_160_length_10178_cov_13.911884	10178	7	0
NODE_2680_length_2133_cov_15.670356	2133	0	0
NODE_2502_length_2212_cov_8.876217	2212	1	0
NODE_340_length_7040_cov_10.605011	7040	1	0
NODE_436_length_5974_cov_27.321845	5974	3	0
NODE_1253_length_3229_cov_16.070258	3229	0	0
NODE_2049_length_2448_cov_4.653573	2448	0	0
NODE_1363_length_3096_cov_5.504439	3096	0	0
NODE_458_length_5813_cov_9.493053	5813	5	0
NODE_122_length_11653_cov_11.993016	11653	4	0
NODE_1211_length_3301_cov_4.411892	3301	0	0
NODE_401_length_6310_cov_10.650999	6310	2	0
NODE_2159_length_2389_cov_3.220651	2389	0	0
NODE_817_length_4140_cov_11.512607	4140	45	0
NODE_392_length_6401_cov_9.872991	6401	51	0
NODE_2769_length_2099_cov_17.107632	2099	2	0
NODE_1040_length_3594_cov_10.191297	3594	0	0
NODE_1882_length_2574_cov_5.446606	2574	0	0
NODE_345_length_6937_cov_9.354403	6937	14	0
NODE_2721_length_2115_cov_10.718447	2115	0	0
NODE_2437_length_2244_cov_6.613979	2244	8	0
NODE_774_length_4268_cov_9.686209	4268	12	0
NODE_828_length_4109_cov_11.981253	4109	1	0
NODE_854_length_4025_cov_11.315365	4025	1	0
NODE_2211_length_2353_cov_8.799826	2353	27	0
NODE_2153_length_2391_cov_9.788099	2391	9	0
NODE_446_length_5912_cov_9.676626	5912	10	0
NODE_2807_length_2087_cov_6.432579	2087	17	0
NODE_2551_length_2194_cov_3.388499	2194	0	0
NODE_2060_length_2443_cov_7.179229	2443	4	0
NODE_3034_length_2007_cov_14.016393	2007	5	0
NODE_34_length_19906_cov_12.486323	19906	4	0
NODE_2848_length_2072_cov_4.023302	2072	0	0
NODE_30_length_20980_cov_12.197037	20980	17	0
NODE_1278_length_3195_cov_11.791720	3195	5	0
NODE_2067_length_2440_cov_3.490566	2440	0	0
NODE_1076_length_3542_cov_10.410381	3542	32	0
NODE_55_length_17063_cov_10.587547	17063	10	0
NODE_141_length_10698_cov_11.205957	10698	23	0
NODE_181_length_9502_cov_10.825659	9502	13	0
NODE_1525_length_2906_cov_5.694142	2906	0	0
NODE_1591_length_2838_cov_14.371182	2838	0	0
NODE_2430_length_2246_cov_9.766773	2246	0	0
NODE_15_length_27891_cov_10.471009	27891	69	0
NODE_3053_length_2003_cov_7.351129	2003	3	0
NODE_1337_length_3126_cov_11.207099	3126	2	0
NODE_598_length_5022_cov_9.776122	5022	2	0
NODE_472_length_5704_cov_11.608957	5704	1	0
NODE_1258_length_3223_cov_11.312816	3223	0	0
NODE_2219_length_2350_cov_12.045316	2350	0	0
NODE_2148_length_2394_cov_4.993159	2394	2	0
NODE_729_length_4425_cov_6.711442	4425	2	0
NODE_543_length_5266_cov_11.052005	5266	97	0
NODE_2957_length_2034_cov_4.071248	2034	0	0
NODE_1421_length_3031_cov_7.036626	3031	8	0
NODE_298_length_7394_cov_12.292819	7394	57	0
NODE_2376_length_2273_cov_11.838593	2273	6	0
NODE_442_length_5952_cov_8.643717	5952	1	0
NODE_985_length_3715_cov_11.560109	3715	0	0
NODE_164_length_10116_cov_10.704403	10116	41	0
NODE_326_length_7169_cov_11.903852	7169	65	0
NODE_2281_length_2318_cov_5.493593	2318	31	0
NODE_1415_length_3035_cov_4.869128	3035	0	0
NODE_960_length_3777_cov_10.524718	3777	8	0
NODE_1504_length_2935_cov_4.615972	2935	0	0
NODE_1185_length_3346_cov_8.129748	3346	4	0
NODE_1966_length_2500_cov_4.083845	2500	0	0
NODE_1983_length_2487_cov_12.971217	2487	0	0
NODE_1843_length_2605_cov_12.751373	2605	0	0
NODE_1955_length_2509_cov_5.290954	2509	0	0
NODE_476_length_5669_cov_10.476665	5669	26	0
NODE_2511_length_2209_cov_8.525534	2209	3	0
NODE_1266_length_3211_cov_5.100444	3211	0	0
NODE_2055_length_2444_cov_24.408121	2444	328	0
NODE_1163_length_3390_cov_8.721439	3390	0	0
NODE_2094_length_2418_cov_12.218366	2418	2	0
NODE_1798_length_2651_cov_5.881356	2651	20	0
NODE_715_length_4495_cov_8.050450	4495	40	0
NODE_1294_length_3178_cov_10.016330	3178	9	0
NODE_301_length_7377_cov_9.629200	7377	6	0
NODE_319_length_7213_cov_10.418553	7213	9	0
NODE_475_length_5678_cov_9.831585	5678	33	0
NODE_2485_length_2218_cov_5.797503	2218	0	0
NODE_148_length_10499_cov_11.530065	10499	9	0
NODE_522_length_5392_cov_10.485853	5392	48	0
NODE_2725_length_2114_cov_5.088878	2114	0	0
NODE_1771_length_2671_cov_8.766820	2671	2	0
NODE_1298_length_3174_cov_8.270279	3174	6	0
NODE_789_length_4242_cov_8.018868	4242	4	0
NODE_1116_length_3465_cov_5.046921	3465	0	0
NODE_1373_length_3087_cov_12.999340	3087	4	0
NODE_636_length_4840_cov_10.438662	4840	9	0
NODE_2719_length_2115_cov_22.020874	2115	6	0
NODE_1215_length_3294_cov_10.568077	3294	6	0
NODE_1017_length_3639_cov_11.815569	3639	12	0
NODE_131_length_11288_cov_10.743791	11288	16	0
NODE_2006_length_2474_cov_11.026044	2474	38	0
NODE_2753_length_2104_cov_5.208882	2104	0	0
NODE_210_length_8692_cov_12.614334	8692	14	0
NODE_193_length_9081_cov_9.690671	9081	10	0
NODE_2621_length_2161_cov_10.454416	2161	8	0
NODE_108_length_12183_cov_11.067282	12183	24	0
NODE_2271_length_2327_cov_6.859595	2327	0	0
NODE_814_length_4142_cov_8.898459	4142	7	0
NODE_2559_length_2191_cov_6.711610	2191	1	0
NODE_1008_length_3663_cov_10.137749	3663	7	0
NODE_1512_length_2922_cov_10.735961	2922	1	0
NODE_424_length_6074_cov_12.412195	6074	5	0
NODE_1928_length_2533_cov_5.693301	2533	0	0
NODE_2596_length_2174_cov_11.831996	2174	0	0
NODE_2572_length_2184_cov_4.791451	2184	4	0
NODE_2979_length_2025_cov_5.955838	2025	0	0
NODE_1087_length_3516_cov_8.398729	3516	40	0
NODE_599_length_5019_cov_23.282434	5019	3	0
NODE_2300_length_2313_cov_3.168291	2313	0	0
NODE_2397_length_2261_cov_4.158205	2261	0	0
NODE_402_length_6296_cov_12.103028	6296	12	0
NODE_2629_length_2158_cov_3.334760	2158	0	0
NODE_395_length_6377_cov_10.958083	6377	7	0
NODE_1323_length_3145_cov_9.838511	3145	6	0
NODE_727_length_4444_cov_10.122807	4444	16	0
NODE_1608_length_2825_cov_10.633574	2825	0	0
NODE_507_length_5514_cov_12.339989	5514	17	0
NODE_2770_length_2099_cov_4.644325	2099	0	0
NODE_519_length_5419_cov_13.595824	5419	11	0
